age,gender,occupation,daily_screen_time_hours,phone_usage_before_sleep_minutes,sleep_duration_hours,stress_level,caffeine_intake_cups,physical_activity_minutes,notifications_received_per_day,mental_fatigue_score,Is_Poor_Sleep,Dataset_Type
22,0,5,4.53,50,5.5,5.61,1,111,272,5.67,0,TRAIN
22,0,7,2.74,38,8.37,2.72,4,41,216,2.32,0,TRAIN
45,1,4,1.18,42,5.97,3.34,2,72,147,4.21,0,TRAIN
58,0,5,2.39,36,5.99,1.95,4,25,179,2.9,0,TRAIN
33,1,5,2.65,57,7.75,4.68,0,95,297,4.41,0,TRAIN
57,0,2,1.14,5,6.32,1.0,1,47,123,1.0,0,TRAIN
24,0,6,1.63,115,8.31,2.21,2,46,20,2.35,0,TRAIN
51,1,7,8.84,32,4.65,10.0,0,50,175,10.0,1,TRAIN
48,1,2,3.06,2,8.02,3.94,3,100,240,2.65,0,TRAIN
19,0,7,2.93,110,5.11,4.86,4,51,31,5.21,0,TRAIN
28,1,5,4.85,99,5.34,7.7,1,107,194,8.24,0,TRAIN
21,1,2,3.93,87,7.03,3.28,1,85,55,5.22,0,TRAIN
35,1,7,2.19,44,5.85,1.92,2,59,100,1.81,0,TRAIN
36,1,2,1.43,113,4.54,3.93,3,100,149,2.45,0,TRAIN
24,1,2,8.39,48,8.84,10.0,1,0,190,9.64,0,TRAIN
20,1,0,1.84,71,6.56,4.49,1,38,174,4.7,0,TRAIN
21,1,2,9.07,16,7.68,10.0,3,10,289,8.59,0,TRAIN
34,0,5,7.54,49,7.02,10.0,0,20,131,9.95,0,TRAIN
18,0,2,3.49,89,5.19,4.41,4,74,57,4.64,0,TRAIN
58,1,6,5.78,16,7.92,5.44,4,80,264,4.02,0,TRAIN
39,1,3,9.98,25,5.95,7.82,2,34,219,8.59,0,TRAIN
37,1,6,9.99,94,5.9,10.0,0,72,277,10.0,1,TRAIN
18,1,1,9.72,99,8.31,10.0,2,112,153,8.69,1,TRAIN
35,0,1,3.39,117,8.01,7.85,2,103,131,6.72,0,TRAIN
50,1,4,3.52,111,5.63,5.65,1,38,197,6.53,0,TRAIN
22,0,5,4.89,61,7.94,6.29,1,95,234,7.34,0,TRAIN
35,1,5,3.09,21,7.66,4.3,4,75,51,4.63,0,TRAIN
34,2,1,4.61,60,6.92,3.49,3,49,127,3.26,0,TRAIN
43,1,6,1.31,95,7.91,2.85,1,41,124,1.12,0,TRAIN
27,0,0,2.95,52,5.68,3.0,3,15,215,3.24,0,TRAIN
40,0,1,2.39,43,7.69,3.74,0,61,98,3.85,0,TRAIN
24,0,5,4.28,113,6.53,5.8,1,102,261,5.69,0,TRAIN
47,0,4,1.74,95,4.61,2.48,1,113,44,4.27,0,TRAIN
23,0,5,2.55,37,7.19,4.57,2,70,64,3.69,0,TRAIN
29,0,0,9.23,88,6.89,10.0,0,18,212,10.0,1,TRAIN
37,1,7,8.74,24,7.19,7.78,1,11,192,6.36,0,TRAIN
31,1,1,1.84,50,8.92,2.63,3,103,41,2.67,0,TRAIN
45,0,6,2.36,99,7.73,3.48,1,32,101,1.05,0,TRAIN
33,1,7,5.43,48,5.24,6.4,0,26,71,6.52,0,TRAIN
49,0,0,7.68,94,4.2,10.0,0,45,88,9.63,0,TRAIN
22,0,0,1.38,57,4.06,6.32,4,73,29,6.36,0,TRAIN
39,1,2,4.39,37,8.74,6.45,2,61,294,8.95,0,TRAIN
51,1,4,8.25,43,4.24,10.0,2,83,165,10.0,0,TRAIN
33,0,1,6.13,15,7.07,4.67,0,87,256,4.23,0,TRAIN
27,1,4,5.7,67,7.87,7.32,0,71,181,5.76,0,TRAIN
57,1,5,1.66,80,5.37,3.25,1,42,20,2.8,0,TRAIN
22,1,2,2.29,117,4.98,4.37,1,48,252,6.06,0,TRAIN
59,1,4,8.58,70,4.24,10.0,1,64,24,10.0,0,TRAIN
23,1,3,1.29,56,8.09,1.35,2,69,128,3.43,0,TRAIN
54,1,6,2.74,79,5.49,6.21,1,85,57,5.28,0,TRAIN
51,0,6,6.74,17,4.74,8.54,0,89,107,8.01,0,TRAIN
28,2,6,2.93,93,5.66,8.33,0,5,117,8.41,0,TRAIN
41,0,6,1.29,44,5.82,1.46,0,92,35,1.0,0,TRAIN
50,1,6,7.26,6,4.04,8.8,1,22,166,8.92,0,TRAIN
57,1,3,7.72,29,4.88,8.76,1,36,227,9.1,0,TRAIN
43,0,6,8.84,55,4.09,10.0,0,29,209,10.0,0,TRAIN
34,0,5,8.98,111,6.66,10.0,0,54,158,7.81,1,TRAIN
53,1,0,2.78,46,5.95,4.54,1,45,220,3.43,0,TRAIN
43,0,6,5.45,68,6.73,8.66,1,84,132,7.08,0,TRAIN
21,0,6,8.24,89,5.43,10.0,1,79,29,10.0,1,TRAIN
32,1,4,9.15,66,5.07,10.0,4,64,26,9.94,0,TRAIN
29,0,3,6.71,44,5.83,8.15,2,60,229,10.0,0,TRAIN
22,1,5,7.2,87,5.63,7.92,1,6,204,8.9,0,TRAIN
18,0,7,9.95,97,6.26,10.0,3,68,285,10.0,1,TRAIN
52,0,1,9.17,106,4.37,10.0,2,63,278,9.43,0,TRAIN
45,0,4,2.02,64,5.5,3.75,1,75,66,2.98,0,TRAIN
54,0,5,9.11,105,5.32,10.0,1,26,128,10.0,1,TRAIN
48,1,6,7.96,92,7.73,10.0,0,61,168,9.73,1,TRAIN
18,0,0,9.09,90,7.06,10.0,4,2,95,9.45,1,TRAIN
18,1,5,1.81,32,6.36,2.54,4,74,227,1.49,0,TRAIN
35,0,1,7.83,47,5.42,9.2,3,100,77,9.16,0,TRAIN
41,1,3,1.23,77,4.41,4.25,0,35,73,4.13,0,TRAIN
25,0,1,3.97,29,4.21,5.63,4,4,194,6.38,0,TRAIN
32,1,3,5.23,101,6.59,5.17,2,50,248,4.53,0,TRAIN
19,0,7,4.31,60,6.26,4.95,2,49,165,4.8,0,TRAIN
30,0,4,5.07,41,4.57,5.45,3,104,185,6.11,0,TRAIN
43,1,1,2.84,49,8.0,4.07,3,99,276,4.5,0,TRAIN
29,1,7,3.97,14,7.93,3.28,0,3,148,4.81,0,TRAIN
20,0,3,5.44,67,8.68,9.57,4,24,188,10.0,0,TRAIN
38,1,6,9.01,22,7.79,10.0,1,112,36,8.89,0,TRAIN
45,1,4,9.43,1,5.56,10.0,1,28,285,10.0,0,TRAIN
58,2,5,6.22,48,6.31,7.29,3,23,23,6.66,0,TRAIN
29,2,3,3.59,21,5.45,5.43,3,102,139,3.45,0,TRAIN
39,1,1,4.28,74,5.68,10.0,3,96,79,9.79,0,TRAIN
57,1,0,5.93,94,6.24,9.67,3,27,142,10.0,0,TRAIN
36,2,4,5.23,95,5.58,8.59,2,67,121,6.26,0,TRAIN
35,0,6,3.98,60,8.11,7.37,3,99,90,6.52,0,TRAIN
48,1,6,4.02,86,7.3,6.9,3,109,223,6.35,0,TRAIN
35,0,4,2.85,106,8.29,5.98,2,54,285,5.74,0,TRAIN
25,0,1,5.26,103,7.19,8.29,2,85,177,9.85,0,TRAIN
21,1,7,8.6,43,5.29,9.32,1,15,272,8.44,0,TRAIN
34,0,2,4.52,55,7.71,4.77,0,7,28,3.44,0,TRAIN
39,1,4,5.5,103,8.55,7.39,3,42,269,8.29,0,TRAIN
24,1,4,1.46,65,6.77,3.39,4,77,169,2.63,0,TRAIN
29,1,1,1.27,51,7.59,1.0,3,92,99,1.1,0,TRAIN
26,1,5,6.02,14,8.73,9.01,1,34,45,7.39,0,TRAIN
23,1,5,8.11,82,7.04,10.0,1,54,148,10.0,0,TRAIN
34,1,1,9.97,48,6.68,10.0,2,91,100,10.0,1,TRAIN
40,0,1,1.33,100,7.06,1.0,0,30,210,1.0,0,TRAIN
24,1,5,3.22,28,4.35,6.52,4,18,45,5.97,0,TRAIN
18,1,1,7.02,4,6.55,7.95,4,41,105,7.82,0,TRAIN
30,1,3,4.18,30,5.59,7.13,3,70,241,6.91,0,TRAIN
43,1,1,5.21,71,5.95,7.89,2,70,233,7.05,0,TRAIN
28,1,3,2.19,99,4.73,4.57,3,86,212,5.24,0,TRAIN
23,0,6,2.69,76,8.81,4.16,2,80,214,4.45,0,TRAIN
58,0,5,4.59,10,5.77,6.68,2,33,258,4.27,0,TRAIN
21,1,7,5.62,28,7.2,6.22,3,96,231,5.94,0,TRAIN
26,0,5,6.2,39,7.97,6.62,2,50,242,6.11,0,TRAIN
39,0,6,6.11,71,8.45,8.96,2,2,74,8.03,0,TRAIN
58,0,5,3.16,24,5.1,5.06,4,87,127,4.58,0,TRAIN
36,0,1,9.99,18,8.71,10.0,3,4,278,10.0,0,TRAIN
26,0,5,2.43,86,4.08,4.38,2,52,286,4.09,0,TRAIN
28,1,0,5.07,8,5.71,6.16,2,40,253,5.77,0,TRAIN
37,1,7,8.8,28,4.23,10.0,3,43,168,9.06,0,TRAIN
59,0,1,7.93,81,6.67,10.0,1,110,76,10.0,1,TRAIN
46,0,1,4.18,50,5.86,3.12,0,93,227,4.8,0,TRAIN
22,0,7,3.71,77,4.64,5.24,3,118,269,4.6,0,TRAIN
48,1,2,3.56,16,6.86,3.96,4,109,299,1.72,0,TRAIN
34,1,1,7.24,19,8.0,9.03,2,36,157,9.25,0,TRAIN
51,1,3,9.99,96,6.52,10.0,1,16,88,9.69,1,TRAIN
46,1,5,8.8,92,4.97,10.0,2,90,200,8.87,0,TRAIN
57,1,3,9.9,92,8.25,10.0,2,102,223,10.0,0,TRAIN
57,1,4,5.77,47,7.16,8.77,2,94,83,10.0,0,TRAIN
26,1,2,7.22,92,8.35,8.96,4,107,293,8.34,0,TRAIN
23,0,4,9.95,10,8.1,10.0,1,77,44,9.96,0,TRAIN
29,0,0,9.28,86,7.96,10.0,2,105,98,10.0,1,TRAIN
39,1,1,3.79,77,4.08,5.7,0,50,129,8.31,0,TRAIN
32,1,7,1.33,78,6.18,2.97,3,17,141,3.8,0,TRAIN
47,0,5,9.82,69,4.98,10.0,1,99,281,10.0,0,TRAIN
30,0,2,1.56,62,4.21,4.83,3,97,80,6.41,0,TRAIN
50,1,0,6.61,24,7.12,7.6,1,20,226,7.63,0,TRAIN
19,0,4,4.24,113,6.28,8.01,1,31,287,8.36,0,TRAIN
47,0,1,9.0,64,6.76,10.0,0,77,64,10.0,0,TRAIN
51,1,4,6.76,97,6.69,9.68,2,104,286,9.47,0,TRAIN
52,0,4,5.09,78,6.52,5.74,1,73,214,8.87,0,TRAIN
35,1,0,5.46,91,6.18,6.06,3,2,260,3.88,0,TRAIN
39,1,7,9.57,102,5.0,10.0,3,34,107,9.93,1,TRAIN
20,1,2,6.99,84,6.99,10.0,4,2,181,10.0,0,TRAIN
55,0,4,5.44,89,4.99,5.91,2,99,174,7.35,0,TRAIN
41,0,5,2.93,49,8.43,4.46,2,40,264,5.85,0,TRAIN
35,0,4,8.61,6,7.99,10.0,4,13,140,10.0,0,TRAIN
39,0,1,5.63,54,6.68,7.84,4,70,182,8.65,0,TRAIN
30,0,2,8.52,29,4.79,7.66,2,85,112,5.51,0,TRAIN
51,0,3,2.2,52,7.88,3.1,1,31,248,2.09,0,TRAIN
53,0,5,3.74,43,8.31,6.39,3,34,74,7.21,0,TRAIN
37,0,5,1.11,118,6.31,1.0,0,14,68,1.0,0,TRAIN
19,1,1,2.42,56,8.33,3.55,4,94,180,3.98,0,TRAIN
32,0,4,1.27,115,4.12,3.37,1,55,285,3.77,0,TRAIN
31,0,2,1.45,81,5.81,3.43,3,65,179,3.47,0,TRAIN
54,0,2,3.51,38,5.65,6.94,3,7,124,6.4,0,TRAIN
32,1,0,1.86,12,7.52,2.14,4,84,273,2.41,0,TRAIN
34,2,2,2.34,11,4.63,1.42,4,93,199,1.98,0,TRAIN
33,0,3,6.11,97,7.63,10.0,3,18,126,9.73,0,TRAIN
58,1,5,6.02,15,6.98,7.23,1,38,283,7.84,0,TRAIN
44,1,1,4.32,117,4.45,10.0,4,114,232,9.69,1,TRAIN
33,1,6,8.67,76,5.2,10.0,2,92,187,10.0,1,TRAIN
41,0,0,2.99,105,4.68,4.83,2,95,117,5.93,0,TRAIN
49,1,7,3.84,33,8.58,3.31,2,90,92,1.24,0,TRAIN
40,0,2,2.52,56,4.58,6.37,0,117,210,6.58,0,TRAIN
58,0,5,1.44,53,6.49,3.72,4,115,213,5.14,0,TRAIN
18,1,7,9.82,35,6.04,10.0,1,92,64,8.91,1,TRAIN
26,1,4,4.5,20,5.23,6.7,3,63,99,7.1,0,TRAIN
58,0,6,6.48,45,7.19,6.86,0,92,86,6.56,0,TRAIN
38,1,0,2.87,43,7.96,4.77,4,93,29,3.93,0,TRAIN
43,0,7,4.39,15,8.62,4.63,1,80,55,4.0,0,TRAIN
49,1,4,3.84,90,5.68,5.61,4,13,214,5.37,0,TRAIN
21,0,5,5.72,105,5.48,9.21,0,88,246,9.35,0,TRAIN
21,1,3,5.0,29,5.54,6.1,3,22,74,5.73,0,TRAIN
53,1,5,8.89,56,7.33,10.0,2,83,215,9.51,0,TRAIN
23,1,6,8.69,106,8.68,10.0,2,113,162,9.19,0,TRAIN
29,0,2,8.23,8,8.0,9.78,2,106,121,10.0,1,TRAIN
23,0,5,4.4,52,8.48,6.28,4,73,76,5.36,0,TRAIN
54,0,4,8.92,105,6.83,10.0,2,48,238,10.0,0,TRAIN
23,1,4,9.48,39,8.93,10.0,0,20,80,10.0,1,TRAIN
39,1,0,9.08,16,6.31,10.0,0,53,224,8.44,0,TRAIN
22,0,7,7.79,52,5.36,8.65,1,105,146,9.69,0,TRAIN
45,0,2,3.56,33,5.16,5.1,4,111,165,6.17,0,TRAIN
46,0,2,2.11,66,6.18,1.0,1,4,23,1.01,0,TRAIN
47,0,0,8.37,111,5.53,10.0,4,41,220,10.0,0,TRAIN
44,0,4,1.61,94,6.73,3.37,3,75,265,1.42,0,TRAIN
57,0,2,9.81,99,7.83,10.0,3,26,68,10.0,0,TRAIN
58,0,0,3.4,111,6.51,7.81,0,37,262,8.62,0,TRAIN
59,1,1,8.47,99,4.28,10.0,3,64,179,9.94,1,TRAIN
38,0,5,6.0,21,4.35,7.54,2,114,258,8.14,0,TRAIN
57,1,4,7.33,52,7.3,9.13,4,82,240,10.0,0,TRAIN
35,1,3,2.52,69,7.79,5.92,4,43,72,4.9,0,TRAIN
44,0,7,8.81,31,4.37,10.0,3,112,69,10.0,0,TRAIN
37,1,6,2.21,40,6.52,4.91,1,51,262,5.51,0,TRAIN
27,1,2,4.79,85,6.08,8.46,2,81,52,8.63,0,TRAIN
19,1,6,4.67,103,8.38,6.03,1,32,93,4.86,0,TRAIN
58,0,5,6.14,26,7.9,7.84,2,55,46,8.28,0,TRAIN
24,0,5,8.75,22,7.33,9.51,0,64,108,9.13,0,TRAIN
32,1,0,1.69,51,5.38,2.28,3,23,260,1.72,0,TRAIN
49,1,1,5.39,5,7.33,6.23,0,4,33,6.3,0,TRAIN
19,0,6,6.32,45,7.04,8.06,0,46,101,7.66,0,TRAIN
56,1,3,4.22,58,5.99,5.69,0,63,54,4.08,0,TRAIN
39,0,3,9.78,61,8.2,10.0,2,27,285,10.0,1,TRAIN
50,0,6,2.24,54,8.72,4.36,0,68,41,5.18,0,TRAIN
46,0,2,3.08,112,6.89,4.55,1,81,295,5.43,0,TRAIN
59,2,5,3.88,53,5.82,4.2,3,17,37,3.26,0,TRAIN
49,0,0,5.73,17,4.58,7.97,0,38,232,7.2,0,TRAIN
37,0,7,3.95,118,5.82,5.67,4,31,201,5.44,0,TRAIN
31,1,0,4.56,4,6.01,4.71,1,63,194,4.18,0,TRAIN
45,0,1,1.17,48,8.31,2.86,4,12,34,1.7,0,TRAIN
39,1,5,1.47,100,8.61,6.01,1,11,264,5.84,0,TRAIN
58,2,1,5.38,104,4.97,7.28,0,113,275,6.94,0,TRAIN
34,0,6,7.06,87,7.66,10.0,3,102,288,10.0,0,TRAIN
18,0,2,8.31,27,8.63,10.0,4,28,103,10.0,0,TRAIN
35,0,4,4.33,108,6.74,4.99,3,37,49,5.48,0,TRAIN
55,1,1,4.88,101,6.52,7.84,0,56,159,10.0,0,TRAIN
46,1,5,4.4,94,4.6,7.9,1,115,101,7.67,0,TRAIN
36,1,6,4.53,111,5.9,7.42,0,60,77,5.3,0,TRAIN
46,0,6,8.32,75,8.36,10.0,0,54,93,9.97,0,TRAIN
36,0,3,8.45,12,8.93,10.0,4,100,155,9.82,0,TRAIN
58,0,5,5.73,78,8.67,8.61,4,64,216,8.1,0,TRAIN
22,0,6,1.59,74,8.06,3.27,0,108,217,1.0,0,TRAIN
23,1,7,4.39,71,6.09,6.98,4,23,283,8.02,0,TRAIN
37,1,7,9.38,45,4.54,10.0,4,60,192,10.0,0,TRAIN
40,1,3,1.89,98,6.84,4.66,1,111,176,1.22,0,TRAIN
42,0,6,9.27,47,4.21,10.0,0,20,106,10.0,0,TRAIN
46,2,0,6.47,63,8.48,9.38,2,73,90,10.0,0,TRAIN
43,0,5,7.27,71,5.81,7.78,4,87,292,6.97,0,TRAIN
32,0,5,9.95,8,4.14,10.0,0,56,138,9.04,0,TRAIN
48,0,4,1.23,48,6.4,1.39,1,74,252,1.0,0,TRAIN
39,1,7,4.42,80,7.89,7.28,4,85,191,7.89,0,TRAIN
55,2,4,5.37,22,4.98,6.31,2,50,120,6.16,0,TRAIN
57,1,5,2.65,31,4.07,2.19,0,63,216,3.66,0,TRAIN
25,2,6,9.51,67,5.21,10.0,3,36,274,10.0,0,TRAIN
50,1,6,3.77,31,4.4,4.68,3,90,285,5.33,0,TRAIN
26,0,4,1.9,104,6.58,3.51,1,26,87,4.9,0,TRAIN
18,1,3,9.89,69,6.34,10.0,1,29,82,10.0,0,TRAIN
50,0,3,5.41,34,4.62,9.66,1,20,292,9.71,0,TRAIN
46,1,6,2.79,1,4.44,4.73,4,95,286,6.4,0,TRAIN
59,1,5,2.45,13,7.52,2.61,1,40,266,1.91,0,TRAIN
32,0,7,5.85,1,5.54,5.05,0,108,99,4.79,0,TRAIN
51,1,0,2.79,15,7.38,2.57,0,19,144,1.84,0,TRAIN
43,0,2,6.21,1,6.29,5.74,2,39,148,6.92,0,TRAIN
20,0,5,1.26,97,8.38,3.83,2,72,147,3.76,0,TRAIN
48,1,0,1.6,33,5.55,2.33,4,53,285,1.0,0,TRAIN
20,1,7,4.79,117,8.64,7.81,0,72,148,9.03,0,TRAIN
52,1,3,9.48,73,6.88,10.0,2,87,237,9.57,0,TRAIN
39,1,5,9.01,108,4.68,10.0,4,92,141,9.77,0,TRAIN
27,1,5,8.86,47,6.42,10.0,2,48,131,8.43,1,TRAIN
29,1,5,8.31,43,7.21,10.0,0,41,76,9.76,0,TRAIN
35,0,3,3.54,60,7.89,6.1,1,32,82,5.17,0,TRAIN
30,0,4,3.5,94,8.07,7.22,2,12,75,7.17,0,TRAIN
20,1,5,2.52,16,8.95,4.26,3,49,104,3.82,0,TRAIN
31,1,7,2.39,106,6.07,6.65,3,14,245,6.65,0,TRAIN
55,1,4,1.75,33,4.34,1.0,2,20,156,1.37,0,TRAIN
19,1,0,2.37,12,8.18,4.28,3,66,267,5.29,0,TRAIN
38,1,1,3.67,55,6.54,7.56,1,30,106,7.72,0,TRAIN
46,0,4,5.22,10,6.67,9.63,2,61,204,10.0,0,TRAIN
22,0,6,3.17,7,5.38,2.22,2,55,217,1.0,0,TRAIN
35,0,4,6.25,1,7.89,8.17,2,29,237,7.36,0,TRAIN
33,0,6,3.44,41,8.21,4.14,1,72,38,5.58,0,TRAIN
28,0,5,4.84,38,7.81,7.14,1,42,34,7.41,0,TRAIN
45,1,3,9.39,101,8.87,10.0,0,38,32,9.87,1,TRAIN
27,1,7,9.47,57,5.69,10.0,1,77,202,7.87,0,TRAIN
55,0,6,9.2,94,8.95,10.0,1,61,70,10.0,1,TRAIN
56,0,4,5.64,109,5.57,9.73,1,24,123,10.0,0,TRAIN
32,0,5,9.61,47,5.49,10.0,1,94,57,10.0,0,TRAIN
50,1,4,1.47,53,5.36,3.0,4,99,238,2.2,0,TRAIN
45,0,2,7.03,98,6.05,7.02,4,50,261,8.32,0,TRAIN
34,1,3,5.75,93,6.05,8.16,2,36,177,7.08,0,TRAIN
22,1,3,7.47,38,4.83,9.34,4,100,101,9.11,0,TRAIN
41,1,3,8.08,39,7.69,10.0,4,79,197,10.0,1,TRAIN
19,0,5,4.88,44,7.37,4.93,4,64,216,5.81,0,TRAIN
30,0,2,1.5,118,4.61,3.52,2,11,216,4.58,0,TRAIN
38,0,3,5.05,90,5.84,4.95,0,118,298,4.31,0,TRAIN
47,0,2,2.89,111,7.48,3.15,4,77,84,2.02,0,TRAIN
48,0,4,9.39,81,4.73,10.0,2,92,110,10.0,0,TRAIN
30,0,6,5.92,85,7.01,9.24,0,17,264,9.07,0,TRAIN
37,0,6,8.19,32,6.26,10.0,3,99,248,9.85,1,TRAIN
29,0,1,9.1,103,6.44,10.0,3,51,74,9.89,0,TRAIN
32,1,5,2.09,13,4.98,3.05,3,72,58,4.59,0,TRAIN
30,1,4,2.63,3,6.64,1.85,2,119,35,4.5,0,TRAIN
39,0,3,6.15,115,4.57,10.0,0,19,122,10.0,0,TRAIN
58,0,1,4.05,59,8.9,3.18,1,109,232,2.73,0,TRAIN
54,0,5,3.91,33,4.32,4.49,1,95,109,4.45,0,TRAIN
29,0,1,5.84,89,7.82,8.65,2,10,159,10.0,0,TRAIN
45,0,0,4.17,68,8.47,6.61,0,105,113,7.63,0,TRAIN
33,0,5,5.27,80,5.32,9.11,1,88,81,8.77,0,TRAIN
29,1,2,7.83,76,6.33,10.0,4,91,206,7.55,0,TRAIN
52,0,6,9.61,48,8.57,10.0,3,96,92,10.0,1,TRAIN
27,1,4,8.44,113,8.71,10.0,0,75,84,9.43,1,TRAIN
38,1,7,3.94,1,5.72,1.0,3,17,234,2.33,0,TRAIN
45,0,0,3.51,109,8.42,6.77,0,26,290,6.28,0,TRAIN
41,1,3,9.56,45,7.56,10.0,3,77,273,9.13,0,TRAIN
58,1,2,6.81,54,4.49,10.0,0,35,43,8.98,0,TRAIN
51,1,1,2.21,72,6.16,6.03,1,62,151,6.35,0,TRAIN
31,0,2,3.74,111,6.12,4.67,3,21,81,3.51,0,TRAIN
45,0,7,3.7,14,7.38,5.73,3,23,151,6.24,0,TRAIN
37,1,0,1.29,33,5.41,1.74,0,76,179,3.3,0,TRAIN
24,0,1,9.76,108,8.7,10.0,3,64,140,9.46,1,TRAIN
55,0,7,3.95,90,5.1,4.55,2,22,194,4.58,0,TRAIN
39,0,7,6.3,87,8.91,9.07,0,96,29,9.61,0,TRAIN
30,0,1,8.26,58,4.33,10.0,0,12,223,10.0,1,TRAIN
34,0,6,8.31,27,5.48,10.0,0,14,236,9.93,0,TRAIN
40,1,7,2.79,52,6.83,3.45,0,81,220,3.2,0,TRAIN
46,1,5,5.89,90,5.04,9.99,4,52,178,10.0,0,TRAIN
18,1,6,4.5,7,6.82,5.99,4,65,276,5.47,0,TRAIN
54,1,0,1.39,21,5.26,2.49,1,117,94,3.98,0,TRAIN
44,0,5,7.46,93,7.89,8.8,0,66,263,10.0,0,TRAIN
31,1,6,8.44,34,6.98,10.0,0,95,47,8.65,0,TRAIN
38,1,3,4.52,74,5.03,6.04,0,83,123,6.62,0,TRAIN
57,2,0,2.0,29,6.1,1.9,4,57,283,2.52,0,TRAIN
34,0,0,8.85,38,8.21,10.0,1,75,286,8.83,1,TRAIN
46,1,4,8.22,60,7.44,9.6,0,1,247,10.0,0,TRAIN
39,2,4,5.07,90,7.08,8.6,4,7,76,6.51,0,TRAIN
37,0,2,5.07,74,5.12,6.61,4,94,168,7.93,0,TRAIN
50,0,4,2.17,57,5.3,5.0,3,83,249,5.42,0,TRAIN
50,0,4,8.02,101,5.68,10.0,0,7,278,9.74,1,TRAIN
27,0,3,2.67,109,5.78,6.55,4,44,216,7.6,0,TRAIN
52,0,4,5.37,8,5.65,5.19,4,60,165,4.83,0,TRAIN
38,0,0,8.55,67,4.49,10.0,4,26,62,9.6,0,TRAIN
31,0,3,4.47,102,8.76,7.74,2,64,162,8.66,0,TRAIN
59,1,4,10.0,46,6.59,10.0,4,57,184,7.69,0,TRAIN
56,1,2,1.3,86,5.22,1.0,3,79,288,1.41,0,TRAIN
50,0,1,9.18,89,7.64,10.0,0,72,263,10.0,0,TRAIN
32,0,5,8.49,103,7.22,6.53,1,19,74,8.02,0,TRAIN
54,1,0,3.84,80,4.72,5.96,2,35,209,7.15,0,TRAIN
34,1,7,2.64,3,8.3,2.59,3,35,288,3.17,0,TRAIN
52,1,3,1.69,102,5.72,3.26,3,83,36,3.6,0,TRAIN
56,0,3,3.98,102,7.0,8.46,1,92,174,9.24,0,TRAIN
33,2,3,6.72,83,4.89,9.15,0,53,135,8.72,0,TRAIN
34,0,5,9.63,23,4.72,10.0,0,82,101,10.0,0,TRAIN
28,1,3,5.47,64,8.39,10.0,2,62,125,10.0,0,TRAIN
19,1,5,5.95,50,6.75,8.73,4,48,179,7.84,0,TRAIN
58,0,6,9.13,29,4.09,10.0,0,51,133,9.02,0,TRAIN
50,0,2,2.64,1,5.71,3.22,0,56,72,2.33,0,TRAIN
31,0,3,7.58,54,5.46,8.62,0,90,39,7.96,0,TRAIN
59,0,6,3.47,89,8.65,3.86,1,102,76,2.43,0,TRAIN
56,1,3,1.4,57,6.77,1.3,2,103,275,2.4,0,TRAIN
49,0,0,7.65,18,5.61,10.0,1,35,49,10.0,0,TRAIN
52,0,7,3.97,116,5.59,7.78,1,38,209,7.84,0,TRAIN
34,1,3,5.59,17,7.26,8.37,1,93,174,7.35,0,TRAIN
34,0,0,9.88,50,7.12,10.0,3,47,164,10.0,1,TRAIN
38,0,0,9.95,66,6.28,10.0,0,25,39,10.0,0,TRAIN
53,1,0,3.6,80,4.17,4.19,0,15,91,4.41,0,TRAIN
42,1,6,7.41,11,5.59,7.13,2,59,60,5.22,0,TRAIN
42,1,7,3.38,104,4.85,6.75,1,26,124,6.98,0,TRAIN
28,0,7,5.09,79,8.57,6.96,3,62,167,6.78,0,TRAIN
50,1,4,2.81,70,6.84,7.08,2,86,277,8.76,0,TRAIN
53,1,5,4.99,114,4.81,3.95,1,2,198,4.66,0,TRAIN
30,0,4,8.29,30,5.0,10.0,4,108,171,7.58,0,TRAIN
45,2,2,5.55,108,5.05,8.71,2,73,240,8.65,0,TRAIN
43,0,1,6.33,31,8.38,8.11,3,10,209,7.06,0,TRAIN
39,0,7,4.1,80,7.77,3.22,0,18,280,2.6,0,TRAIN
31,0,4,7.54,51,6.91,5.99,2,41,28,6.37,0,TRAIN
33,2,4,1.57,53,4.88,4.03,3,117,104,2.41,0,TRAIN
35,1,7,3.88,70,6.37,7.55,2,86,158,6.62,0,TRAIN
40,0,4,9.4,85,8.59,10.0,2,24,293,8.9,1,TRAIN
56,0,5,6.29,10,6.48,8.84,0,94,226,8.22,0,TRAIN
22,0,3,7.35,111,4.56,10.0,2,20,24,10.0,0,TRAIN
45,0,3,8.36,24,4.29,10.0,3,13,149,10.0,0,TRAIN
26,1,3,5.08,82,5.59,7.36,0,113,93,8.09,0,TRAIN
52,0,4,8.05,18,7.14,10.0,1,33,113,10.0,0,TRAIN
35,0,4,4.75,66,6.45,6.12,4,82,27,6.3,0,TRAIN
32,0,7,6.95,49,4.44,10.0,3,110,295,9.44,1,TRAIN
22,1,6,2.92,87,6.11,2.68,2,118,153,2.39,0,TRAIN
38,0,2,9.77,48,7.58,10.0,2,20,281,10.0,0,TRAIN
32,1,6,5.47,7,4.07,8.02,0,12,191,6.68,0,TRAIN
25,0,0,1.64,32,7.08,1.67,4,5,282,2.73,0,TRAIN
38,1,0,4.41,86,6.56,6.15,1,15,90,6.08,0,TRAIN
45,1,5,1.09,97,8.73,5.19,1,61,114,6.44,0,TRAIN
